fax_no,gifted_ind,mothertongue3_code,fifth_vp_name,postal_code,type_code,second_vp_name,first_vp_name,mainlevel_code,email_address,sap_ind,telephone_no_2,mrt_desc,bus_desc,third_vp_name,telephone_no,ip_ind,principal_name,mothertongue1_code,nature_code,fourth_vp_name,autonomous_ind,session_code,school_name,dgp_code,address,sixth_vp_name,mothertongue2_code,fax_no_2,zone_code,_id,url_address
67762948,No,Tamil,NULL,139648,GOVERNMENT-AIDED SCH,NULL,MDM QUEK TSUI LAN PRISCA,PRIMARY,fmsp@moe.edu.sg,No,na,"One-North MRT, Buona Vista MRT & Dover MRT","SBS Bus 14,33,74,166 & 196",NULL,67788431,No,MDM LAW LI MEI,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,FAIRFIELD METHODIST SCHOOL (PRIMARY),QUEENSTOWN,100  DOVER ROAD,NULL,Malay,na,SOUTH,99,http://www.fmsp.moe.edu.sg/
67797482,No,Tamil,NULL,139649,GOVERNMENT-AIDED SCH,MR LIM YONG CHAI ALAN,MR LIM SIN HENG,SECONDARY,FMSS@MOE.EDU.SG,No,na,"BUONA VISTA MRT, ONE-NORTH MRT","33, 74, 166, 196",NULL,67788702,No,MS CHEN LI YING AUDREY,Chinese,CO-ED SCHOOL,NULL,Yes,SINGLE SESSION,FAIRFIELD METHODIST SCHOOL (SECONDARY),QUEENSTOWN,102  DOVER ROAD,NULL,Malay,na,SOUTH,100,http://www.fairfieldmethodistsec.moe.edu.sg
67633025,No,Tamil,NULL,678972,GOVERNMENT SCHOOL,MR NGOH SING KIEN ARTHUR,MS CHOO WAN XIAN,SECONDARY,FAJAR_SS@MOE.EDU.SG,No,na,"BUKIT PANJANG MRT, BUKIT PANJANG LRT, PETIR LRT","67, 75, 75A, 170, 171, 176, 177, 178, 180, 180A, 920, 922, 960, 961, 963, 963E, 963R, 970, 972, 972A, 973, 973A, 975, 976, 979",NULL,67691491,No,MISS HO SOOK FUN DORIS,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,FAJAR SECONDARY SCHOOL,BUKIT PANJANG,31   GANGSA ROAD,NULL,Malay,na,WEST,101,http://www.fajarsec.moe.edu.sg
62942272,No,Tamil,NULL,217567,GOVERNMENT SCHOOL,NULL,MR RAMESH MUKUNDHAN,PRIMARY,fpps@moe.edu.sg,No,na,Farrer Park MRT Station,131,NULL,62952272,No,MISS CHEONG HWEE KHIM,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,FARRER PARK PRIMARY SCHOOL,KALLANG,2    FARRER PARK ROAD,NULL,Malay,na,SOUTH,102,http://www.farrerparkpri.moe.edu.sg
65860122,No,Tamil,NULL,469680,GOVERNMENT SCHOOL,MR LEE MIN SEN,MDM LAI KAI CHING,PRIMARY,fsps@moe.edu.sg,No,na,Bedok MRT,"18, 228, 222, 17, 69, 66, 67, 168, 28, 506, 14, 45",NULL,65860123,No,MR POH CHEE YANG,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,FENGSHAN PRIMARY SCHOOL,BEDOK,307  BEDOK NORTH ROAD,NULL,Malay,na,EAST,103,http://www.fengshanpri.moe.edu.sg
68343116,No,Tamil,NULL,797538,GOVERNMENT SCHOOL,MDM KYLICIA SOO GEOK LING,MR SEE KOK KIONG,PRIMARY,ferngreen_ps@moe.edu.sg,No,na,Kupang LRT Station (SW3),"85, 102",NULL,68343100,No,MRS TANG- CHIM LEE MAI,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,FERN GREEN PRIMARY SCHOOL,SENG KANG,70   Fernvale Link,NULL,Malay,na,EAST,104,www.ferngreenpri.moe.edu.sg
63153067,No,Tamil,NULL,797701,GOVERNMENT SCHOOL,MR YAP LIH MIN SAMUEL,MISS YAP AI LI,PRIMARY,fernvale_ps@moe.edu.sg,No,na,Fernvale LRT (Sengkang West Loop),"Along Sengkang West Ave - Bus Services 50, 163; Along Yio Chu Kang Road - Bus Services 70, 86, 103 and 854.",NULL,63153051,No,MDM BALAKRISHNA VYJANTHIMALA,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,FERNVALE PRIMARY SCHOOL,SENG KANG,1    Fernvale Lane,NULL,Malay,na,NORTH,105,www.fernvalepri.moe.edu.sg
62561102,No,Tamil,NULL,319252,GOVERNMENT SCHOOL,NULL,MDM LOW LEE CHERN,PRIMARY,FTPPS@MOE.EDU.SG,No,na,Braddell & Toa Payoh Stations,"157,153,105,159,88,FS238",NULL,62567822,No,MR CHUA CHOON GUAN,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,FIRST TOA PAYOH PRIMARY SCHOOL,TOA PAYOH,7    LORONG 8 TOA PAYOH,NULL,Malay,na,SOUTH,106,http://www.firsttoapayohpri.moe.edu.sg
67908596,No,Tamil,NULL,648200,GOVERNMENT SCHOOL,MDM DAPHNE CHAN PEI SZE,MDM CHAN YEE CHIN WILNA,PRIMARY,frontier_ps@moe.edu.sg,No,na,Pioneer MRT Station (EW28),"241, 974, 179",NULL,65789555,No,MDM LEE YEW KOON TONNINE,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,FRONTIER PRIMARY SCHOOL,JURONG WEST,20   Jurong West Street 61,NULL,Malay,na,WEST,107,http://www.frontierpri.moe.edu.sg
63670117,No,Tamil,NULL,739063,GOVERNMENT SCHOOL,MR TAN CHIN KEE,MISS LIM PEI LIN OLIVIA,PRIMARY,FCPS@MOE.EDU.SG,No,na,Marsiling,"187,856,912,925,950,960,961,963,963E,963R,966",NULL,63683925,No,MRS EUNICE LIM,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,FUCHUN PRIMARY SCHOOL,WOODLANDS,23   WOODLANDS AVENUE 1,NULL,Malay,na,NORTH,108,http://www.fuchunpri.moe.edu.sg
63670180,No,Tamil,NULL,739062,GOVERNMENT SCHOOL,MR KWAN YEW MENG,"MR SIM KOK HIAN, KENNETH",SECONDARY,fcss@moe.edu.sg,No,na,"MARSILING MRT, WOODLANDS MRT","187, 856, 912, 913M, 925, 925M, 926, 950, 960, 960E, 961, 961M, 963, 963E, 963R, 966, 912B, 912M",NULL,63681984,No,MDM ONG BEE LIAN DORIS,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,FUCHUN SECONDARY SCHOOL,WOODLANDS,21   WOODLANDS AVENUE 1,NULL,Malay,na,NORTH,109,http://www.fuchunsec.moe.edu.sg
65639542,No,Tamil,NULL,609647,GOVERNMENT SCHOOL,NULL,MDM TEO SIEW KHIM,PRIMARY,fhps@moe.edu.sg,No,na,JURONG EAST MRT STATION,"JURONG EAST CENTRAL (BS28441): 41,49,52,105,160,160A,160M,176,183,334,506    JURONG EAST CENTRAL (BS28431):51,66,78,79,143, 143M, 176, 335",NULL,65624370,No,MR GANESAN S/O RAMAN,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,FUHUA PRIMARY SCHOOL,JURONG EAST,65   JURONG EAST STREET 13,NULL,Malay,na,WEST,110,http://www.fuhuapri.moe.edu.sg
65634379,No,Tamil,NULL,649410,GOVERNMENT SCHOOL,MRS SHAIMA ANSHAD,MR SIM HOW CHONG,SECONDARY,FHSS@MOE.EDU.SG,No,na,"CHINESE GARDEN MRT, LAKESIDE MRT","49, 98, 99, 157, 180, 185, 187, 198, 334, 335, 502, 657",NULL,65633067,No,MISS FOONG LAI LEONG,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,FUHUA SECONDARY SCHOOL,JURONG WEST,5    JURONG WEST STREET 41,NULL,Malay,na,WEST,111,http://www.fuhuasec.moe.edu.sg
64794152,No,Tamil,NULL,158901,GOVERNMENT SCHOOL,NULL,MDM RINA D/O BHASI,PRIMARY,gesps@moe.edu.sg,No,na,Redhill,"14, 63, 147, 196, 197, 855, 961",NULL,64717451,No,"MR LEE WEI YAP, ROY",Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,GAN ENG SENG PRIMARY SCHOOL,BUKIT MERAH,100  REDHILL CLOSE,NULL,Malay,na,SOUTH,112,http://www.ganengsengpri.moe.edu.sg
64732479,No,Tamil,NULL,159561,GOVERNMENT SCHOOL,MDM SARAWATHY D/O VARADARAJU,MR CHUNG KWOK LEONG DANIEL,SECONDARY,GESS@MOE.EDU.SG,No,na,"REDHILL MRT, TIONG BAHRU MRT","14, 16, 32, 33, 51, 63, 64, 120, 122, 145, 139, 186, 851, 970",NULL,64745594,No,MISS TAN HWEE PIN,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,GAN ENG SENG SCHOOL,BUKIT MERAH,1    HENDERSON ROAD,NULL,Malay,na,SOUTH,113,http://www.ganengsengsch.moe.edu.sg
67488980,No,Tamil,NULL,389706,GOVERNMENT-AIDED SCH,NULL,MR LUA EE PING,PRIMARY,GMSP@moe.edu.sg,No,na,Aljunied,"80, 134, 155",NULL,67486746,No,MDM JENNIFER HAN ENG JUAN,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,GEYLANG METHODIST SCHOOL (PRIMARY),GEYLANG,4    Geylang East Central,NULL,Malay,na,EAST,114,www.geylangmethodistpri.moe.edu.sg
67477317,No,Tamil,NULL,389705,GOVERNMENT-AIDED SCH,MR LEW KING LUN JULIAN,MDM LOY WEE MENG,SECONDARY,gmss@moe.edu.sg,No,na,ALJUNIED MRT,"40, 62, 63, 80, 100, 125, 134, 155, 158",NULL,67466503,No,MR WEE TAT CHUEN,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,GEYLANG METHODIST SCHOOL (SECONDARY),GEYLANG,2    GEYLANG EAST CENTRAL,NULL,Malay,na,EAST,115,http://www.geylangmethodistsec.moe.edu.sg
67880004,No,na,NULL,529176,GOVERNMENT SCHOOL,NULL,MRS SELINA LEE,PRIMARY,GSPS@MOE.EDU.SG,No,na,Tampines (Downtown Line and East West Line) and Tampines East (Downtown Line),"4, 8, 18, 19, 21, 37, 38, 81, 293",NULL,67831191,No,MDM LIM TZYY SHIUAN,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,GONGSHANG PRIMARY SCHOOL,TAMPINES,1    TAMPINES STREET 42,NULL,Malay,na,EAST,116,http://www.gongshangpri.moe.edu.sg
68861419,No,Tamil,NULL,828848,GOVERNMENT SCHOOL,MR TAN SIAN YEOW TERENCE,MDM SEING JEE CHING JASMINE,PRIMARY,greendale_ps@moe.edu.sg,No,na,Punggol LRT:  Coral Edge,"3,62, 83, 85, 386",NULL,68861413,No,MDM NG SOH HUA,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,GREENDALE PRIMARY SCHOOL,PUNGGOL,50   Edgedale Plains,NULL,Malay,na,NORTH,117,http://www.greendalepri.moe.edu.sg
63158420,No,Tamil,NULL,828866,GOVERNMENT SCHOOL,MRS ANNE CHAN,MR LOH CHIH HUI,SECONDARY,greendale_ss@moe.edu.sg,No,na,"PUNGGOL MRT, MERIDIAN LRT","3, 62, 83, 85, 136, 386",NULL,63158616,No,MISS NG AMY,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,GREENDALE SECONDARY SCHOOL,PUNGGOL,51   EDGEDALE PLAINS,NULL,Malay,na,NORTH,118,http://www.greendalesec.moe.edu.sg
67620189,No,Tamil,NULL,677744,GOVERNMENT SCHOOL,NULL,MDM GOH LUNG ENG,PRIMARY,GRPS@MOE.EDU.SG,No,na,"Senja LRT station, Jelapang LRT Station","Bus 920, 922, 972",NULL,67604265,No,MDM ONG FEI MIN,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,GREENRIDGE PRIMARY SCHOOL,BUKIT PANJANG,11   JELAPANG ROAD,NULL,Malay,na,WEST,119,http://www.greenridgepri.moe.edu.sg
67628334,No,Tamil,NULL,679938,GOVERNMENT SCHOOL,NULL,MRS FIRDOUSE-DALINA ABDULLAH,SECONDARY,gss@moe.edu.sg,No,na,BANGKIT LRT,"722, 920, 922, 971, 972, 972M, 976",NULL,67601052,No,MDM KOH HOON CHOO JESSIE,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,GREENRIDGE SECONDARY SCHOOL,BUKIT PANJANG,32   BUKIT PANJANG RING ROAD,NULL,Malay,na,WEST,120,http://www.greenridgesec.moe.edu.sg
63666159,No,Tamil,NULL,737942,GOVERNMENT SCHOOL,"MR LEE HUAN SIAK, JAMES",MR SATHYA PRASAD S/O G,PRIMARY,greenwood_ps@moe.edu.sg,No,na,Admiralty MRT Station,"912, 913, 962",NULL,63666158,No,MDM TANG PEI LU TRICILIA,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,GREENWOOD PRIMARY SCHOOL,WOODLANDS,11   WOODLANDS  DR  62,NULL,Malay,na,NORTH,121,http://www.greenwoodpri.moe.edu.sg
62580010,No,Tamil,NULL,579806,GOVERNMENT SCHOOL,NULL,MR HO SENG TAT SUNNY,PRIMARY,GYPS@MOE.EDU.SG,No,na,Bishan MRT,"13,52,54,55,56,57,59,88,93,156,157,163,410",NULL,62580455,No,MR LAU ENOCH,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,GUANGYANG PRIMARY SCHOOL,BISHAN,6    Bishan Street 12,NULL,Malay,na,SOUTH,122,http://www.guangyangpri.moe.edu.sg
63543108,No,Tamil,NULL,579807,GOVERNMENT SCHOOL,NULL,MR KOH LIP KANG,SECONDARY,gyss@moe.edu.sg,No,na,BISHAN MRT,"13, 56, 57, 59, 71, 88, 93, 157, 163, 410",NULL,62589781,No,MR LIM HOCK CHUAN ALVIN,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,GUANGYANG SECONDARY SCHOOL,BISHAN,8    BISHAN STREET 12,NULL,Malay,na,SOUTH,123,http://guangyangsec.moe.edu.sg
65822543,No,Tamil,NULL,519421,GOVERNMENT-AIDED SCH,MISS SHEREEN WONG MINGRUI,MRS TEO-TAY CHAI HONG,SECONDARY,HSHS@MOE.EDU.SG,No,na,PASIR RIS MRT,"3, 5, 6, 12, 17, 21, 89, 354, 358",NULL,65827864,No,MR ANG TECK SIANG DANIEL,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,HAI SING CATHOLIC SCHOOL,PASIR RIS,9    PASIR RIS DRIVE 6,NULL,Malay,na,EAST,124,http://www.haisingcatholic.moe.edu.sg
64474169,No,Tamil,NULL,427072,GOVERNMENT SCHOOL,MDM LEE LI LI,MISS PHUA AI LEI,PRIMARY,HAIGGIRLSSCH@MOE.EDU.SG,No,na,"Eunos, Dakota","16,33",NULL,63440293,No,MISS LO YEN NIE,Chinese,GIRLS' SCHOOL,NULL,No,SINGLE SESSION,HAIG GIRLS' SCHOOL,GEYLANG,51   Koon Seng Road,NULL,Malay,na,EAST,125,http://www.haiggirls.moe.edu.sg
64691840,Yes,Tamil,NULL,278790,GOVERNMENT SCHOOL,MR CHUA CHYE HOCK,MDM WONG SU MAY,PRIMARY,HPPS@MOE.EDU.SG,No,na,"Buona Vista MRT, Clementi MRT","7, 61, 75, 156, 157, 165, 92",NULL,64663600,No,"MR KOH CHIN THONG, MARTIN",Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,HENRY PARK PRIMARY SCHOOL,BUKIT TIMAH,1    HOLLAND GROVE ROAD,NULL,Malay,na,WEST,126,http://www.henryparkpri.moe.edu.sg
65630920,No,Tamil,NULL,659250,GOVERNMENT SCHOOL,MR SNG CHIN SENG,MR MALVIN CHAN HUAN JIAN,SECONDARY,HILLGROVE_SS@MOE.EDU.SG,No,na,"BUKIT BATOK MRT, BUKIT GOMBAK MRT","176, 985, 945",NULL,65603726,No,MDM ONG HUI MIIN ANGELINE,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,HILLGROVE SECONDARY SCHOOL,BUKIT BATOK,10   BUKIT BATOK STREET 52,NULL,Malay,na,WEST,127,http://www.hillgrovesec.moe.edu.sg
62831737,No,Tamil,NULL,534786,GOVERNMENT-AIDED SCH,MR CHIA KENG HWEE,MR NG CHENG SONG JEREMY,SECONDARY,HIHS@MOE.EDU.SG,No,na,HOUGANG MRT,"27, 72, 74, 80, 87, 89, 101, 107, 113, 116, 119, 132, 136, 147, 153, 161, 165, 324, 325",NULL,62833381,No,MRS REBECCA CHEW,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,HOLY INNOCENTS' HIGH SCHOOL,HOUGANG,1191 UPPER SERANGOON ROAD,NULL,Malay,na,SOUTH,128,http://www.holyinnocentshigh.moe.edu.sg
62876393,No,na,NULL,536451,GOVERNMENT-AIDED SCH,MDM YUE  SHARON,MS KOH CHIOW TEE THERESA,PRIMARY,HOLYINNOCENTSPRI@MOE.EDU.SG,Yes,na,2km walk to Hougang MRT,"51,72,80,101,119,132,136,153.",NULL,62886516,No,MISS SEET ENG GEOK LENA,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,HOLY INNOCENTS' PRIMARY SCHOOL,HOUGANG,5    Lorong Low Koon,NULL,na,na,SOUTH,129,http://www.holyinnocentspri.moe.edu.sg/
62937625,No,na,NULL,327829,GOVERNMENT-AIDED SCH,NULL,MR LIM CHONG ENG,PRIMARY,hws@moe.edu.sg,Yes,na,Boon Keng MRT,"Serangoon Road: 13, 23, 31, 64, 65, 66, 125, 133, 147, 857, 985 Balestier Road: 21, 125, 130, 139, 145",NULL,62943340,No,MRS THERESA HONG-NG,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,HONG WEN SCHOOL,KALLANG,30   TOWNER ROAD,NULL,na,na,SOUTH,130,http://www.hongwen.moe.edu.sg
67523971,No,Tamil,NULL,828819,GOVERNMENT SCHOOL,MDM SENTHIL POONKODI D/O R K,MR OW EU GENE JOHN,PRIMARY,horizon_ps@moe.edu.sg,No,na,Punggol MRT Station (NE17)  (LRT: Kadaloor [PE5] or Oasis [PE6]),"3, 50, 83, 85, 569",NULL,67535411,No,MDM GRACE HO LI JUN,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,HORIZON PRIMARY SCHOOL,PUNGGOL,61   Edgedale Plains,NULL,Malay,na,NORTH,131,http://www.horizonpri.moe.edu.sg
64897446,No,Tamil,NULL,534238,GOVERNMENT SCHOOL,NULL,MISS LIEW PANG HAI,PRIMARY,HOUGANG_PS@MOE.EDU.SG,No,na,"Ang Mo Kio, Buangkok, Hougang, Sengkang, Yio Chu Kang","SBS 43, 72, 88, 101, 109, 116, 156, 159, 325, 329",NULL,64897445,No,"MR GOH WAI MIN, JASON",Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,HOUGANG PRIMARY SCHOOL,HOUGANG,1    HOUGANG ST 93,NULL,Malay,na,NORTH,132,http://www.hougangpri.moe.edu.sg/
67634568,No,Tamil,NULL,689189,GOVERNMENT SCHOOL,NULL,MISS MARION DONNE TAY SZE LENG,PRIMARY,kranji_ps@moe.edu.sg,No,na,Yew Tee MRT,"Bus No 307, 302",NULL,67634812,No,MDM GOH MEEI YUNN,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,KRANJI PRIMARY SCHOOL,CHOA CHU KANG,11   CHOA CHU KANG STREET 54,NULL,Malay,na,WEST,154,http://kranjipri.moe.edu.sg
63852015,No,Tamil,NULL,534256,GOVERNMENT SCHOOL,MDM JESMINE CHUNG KAH MIN,MRS YOONG JIN ING,SECONDARY,HOUGANG_SS@MOE.EDU.SG,No,na,"HOUGANG MRT, BUANGKOK MRT","43, 88, 101, 109, 156, 159, 161, 325, 329",NULL,63851990,No,MR ARIVAZHAGAN MANICKAM,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,HOUGANG SECONDARY SCHOOL,HOUGANG,2    HOUGANG STREET 93,NULL,Malay,na,NORTH,133,http://www.hougangsec.moe.edu.sg
65634505,No,Tamil,NULL,649371,GOVERNMENT SCHOOL,MDM TAN KAY BIN,MDM KHOO HENG OI CATHERINE,SECONDARY,HYSS@MOE.EDU.SG,No,na,"LAKESIDE MRT, CHINESE GARDEN MRT","49, 98, 98B, 98M, 99, 157, 185, 187, 198, 198A, 334, 335, 502",NULL,65634568,No,MISS GWEE SU PIN SANDRA,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,HUA YI SECONDARY SCHOOL,JURONG WEST,60   JURONG WEST ST 42,NULL,Malay,na,WEST,134,http://www.huayisec.moe.edu.sg
67552455,No,Tamil,NULL,768857,GOVERNMENT SCHOOL,NULL,MDM BALAKRISHNAN CORINNE ANNE,PRIMARY,huamin_ps@moe.edu.sg,No,na,Yishun MRT Station,"806, 804",NULL,67529004,No,MDM NOORISMAWATY BTE ISMAIL,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,HUAMIN PRIMARY SCHOOL,YISHUN,21   YISHUN AVENUE 11,NULL,Malay,na,NORTH,135,http://www.huaminpri.moe.edu.sg
67695857,No,na,NULL,269734,INDEPENDENT SCHOOL,MR CHAN KWOK LEONG,DR LIM HONG SENG MELVYN,MIXED LEVELS,admin@hci.edu.sg,Yes,64683956 / 64665912,TAN KAH KEE MRT,"66, 67, 74, 151, 154, 156, 157, 170, 170A, 174, 852, 961, 961M",MRS CHIN-LEOW BEE KUAN,64683955,Yes,MR PANG CHOON HOW,Chinese,CO-ED SCHOOL,DR CHUNG WEN CHEE,No,SINGLE SESSION,HWA CHONG INSTITUTION,BUKIT TIMAH,661  BUKIT TIMAH ROAD,NULL,na,na,WEST,136,http://www.hwachong.edu.sg
68942573,No,Tamil,NULL,737888,GOVERNMENT SCHOOL,MR LAU YEAN HUI,MDM TAY GEK KHIM,PRIMARY,innova_pri@moe.edu.sg,No,na,Woodlands,"900A (weekdays only - 7.00 am to 8.30 am & 4.30 pm to 6.30 pm), 901",NULL,68944693,No,MISS WINDERSALAM SHYAMALA DEVI,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,INNOVA PRIMARY SCHOOL,WOODLANDS,80   Woodlands Drive 17,NULL,Malay,na,NORTH,137,http://www.innovapri.moe.edu.sg/
67559958,No,Tamil,NULL,768515,GOVERNMENT SCHOOL,MISS WONG KAH WAN JOY,MRS NUR FATIMAH FRAUDER,PRIMARY,jiemin_ps@moe.edu.sg,No,na,Yishun MRT Station,"167,169,171,800,811,000,000,000,000,000,000",NULL,67586472,No,MR ANDY MICKEY CHOONG TEK CHOY,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,JIEMIN PRIMARY SCHOOL,YISHUN,2    YISHUN STREET 71,NULL,Malay,na,NORTH,138,http://www.jieminpri.moe.edu.sg
64581619,No,Tamil,NULL,569228,GOVERNMENT SCHOOL,MISS NG SUAT THENG ANGELA,MISS REZIA RAHUMATHULLAH,PRIMARY,jsps@moe.edu.sg,No,na,Ang Mo Kio MRT,Bus 265,NULL,64566305,No,MDM BOEY HUEY PENG SHARON,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,JING SHAN PRIMARY SCHOOL,ANG MO KIO,5    ANG MO KIO ST 52,NULL,Malay,na,SOUTH,139,http://www.jingshanpri.moe.edu.sg
67887395,No,Tamil,NULL,528906,GOVERNMENT SCHOOL,NULL,MDM HO LAY YEN JENNY,PRIMARY,JUNYUAN_PS@MOE.EDU.SG,No,na,Tampines West (Downtown Line); Tampines (East-West Line),"76281: 22, 46, 129 76061: 10, 15, 20, 21, 23, 27, 31, 34, 39, 65, 67, 168, 292 75051: 5, 8, 18, 28, 59, 118",NULL,67830375,No,MR CHAN WENG CHEONG,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,JUNYUAN PRIMARY SCHOOL,TAMPINES,2    Tampines Street 91,NULL,Malay,na,EAST,140,https://junyuanpri.moe.edu.sg
65873682,No,Tamil,NULL,528933,GOVERNMENT SCHOOL,NULL,MR NG CHENG KEONG,SECONDARY,JUNYUAN_SS@MOE.EDU.SG,No,na,"TAMPINES MRT, TAMPINES WEST MRT","69, 291, 293",NULL,65873683,No,MR MOHAMED RAZALI B ABDUL HAMED,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,JUNYUAN SECONDARY SCHOOL,TAMPINES,11   TAMPINES STREET 84,NULL,Malay,na,EAST,141,http://www.junyuansec.moe.edu.sg
+65 6765 1861,No,Tamil,NULL,688258,GOVERNMENT SCHOOL,MR NAH HONG LEONG,MISS YEO SIOK EE,JUNIOR COLLEGE,jpjc@moe.edu.sg,No,na,Choa Chu Kang / Bt Panjang / Phoenix Station (LRT),"975, 190, 985",NULL,+65 6564 6878,No,DR HANG KIM HOO,Chinese,CO-ED SCHOOL,NULL,No,FULL DAY,JURONG PIONEER JUNIOR COLLEGE,CHOA CHU KANG,21   Teck Whye Walk,NULL,Malay,na,WEST,142,http://jpjc.moe.edu.sg
65641964,No,Tamil,NULL,609476,GOVERNMENT SCHOOL,NULL,MR CHEN ZHONGYI,PRIMARY,JPS@MOE.EDU.SG,No,na,"Lakeside MRT Station, Jurong East MRT Station",333,NULL,65618837,No,MR ONG THIAM HUAT ROBIN,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,JURONG PRIMARY SCHOOL,JURONG EAST,320  JURONG EAST Street 32,NULL,Malay,na,WEST,143,http://www.jurongpri.moe.edu.sg
62686414,No,Tamil,NULL,618652,GOVERNMENT SCHOOL,MDM LER SIAH WOON JULIA,MISS TAN HUI MIN DEBORAH,SECONDARY,JURONG_SS@MOE.EDU.SG,No,na,LAKESIDE MRT,"30, 49, 98, 98A, 154, 240, 246",NULL,62655980,No,MDM TAY SU- CHIN (ZHENG SUZHEN),Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,JURONG SECONDARY SCHOOL,JURONG WEST,31   YUAN CHING ROAD,NULL,Malay,na,WEST,144,http://www.jurongsec.moe.edu.sg
67936593,No,Tamil,NULL,648368,GOVERNMENT SCHOOL,NULL,MR PILLAY P KRISHNAN,PRIMARY,JWPS@MOE.EDU.SG,No,na,Pioneer MRT Station,192,NULL,67933419,No,MR CHRIS LOH KAI MUN,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,JURONG WEST PRIMARY SCHOOL,JURONG WEST,30   JURONG WEST ST 61,NULL,Malay,na,WEST,145,http://www.jurongwestpri.moe.edu.sg
62623587,No,Tamil,NULL,648348,GOVERNMENT SCHOOL,NULL,MRS ROSIE LAU @ MDM ROSIE LIM,SECONDARY,JWSS@MOE.EDU.SG,No,na,"BOON LAY MRT, PIONEER MRT","30, 154, 157, 180, 187, 198, 242",NULL,62623593,No,MR MICHAEL MUHUNTHAN S/O SUBRAMANIAM,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,JURONG WEST SECONDARY SCHOOL,JURONG WEST,61   JURONG WEST STREET 65,NULL,Malay,na,WEST,146,http://www.jurongwestsec.moe.edu.sg
65662137,No,Tamil,NULL,609790,GOVERNMENT SCHOOL,NULL,MR YONG KEK SHOONG,SECONDARY,JURONGVILLE@MOE.EDU.SG,No,na,"JURONG EAST MRT, CHINESE GARDEN MRT","98, 98M, 99, 157, 185, 187, 198, 334, 502",NULL,65638704,No,MR CHAN YEW WOOI,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,JURONGVILLE SECONDARY SCHOOL,JURONG EAST,202  JURONG EAST AVENUE 1,NULL,Malay,na,WEST,147,http://www.jurongvillesec.moe.edu.sg
